id,age,sex,cued,block,condtrial,trialinblock,efflev,rewlev,calc,corAns,option1,option2,option3,tstart,ITI1Time,probTime,respTime,selectTime,ITI2Time,fbTime,ITI3Time,key_press,chosenAns,RT,acc,feedback
P001,19,M,0,Practice,NA,0,1,0,4 + 1 + 9 + 1 + 1,16,14,16,15,43.551479399960954,NA,43.551481599977706,48.978588600002695,52.067646500014234,52.06765290000476,53.58512539998628,54.60813389997929,w,16,3.0890579000115395,1,Correct
P001,19,M,0,Practice,NA,1,1,0,3 + 1 + 1 + 8 - 1,12,10,12,11,56.12545210000826,NA,56.12545539997518,61.14722260000417,62.315655199985486,62.315661199972965,63.832764699996915,64.85128940001596,w,12,1.1684325999813154,1,Correct
P001,19,M,0,Practice,NA,2,2,0,8 + 1 + 6 + 1 - 4,12,12,10,11,66.36897499999031,NA,66.36897899996256,71.3887644999777,71.89950210001552,71.8995075999992,73.41629909997573,74.43339759996161,q,12,0.5107376000378281,1,Correct
P001,19,M,0,Practice,NA,3,2,0,9 + 4 - 6 + 1 - 1,7,5,6,7,75.95012439996935,NA,75.95012729999144,80.9690121000167,83.01157520001289,83.01158130000113,84.52800320001552,85.54512049996993,e,7,2.042563099996187,1,Correct
P001,19,M,0,Practice,NA,4,3,0,9 + 3 - 5 + 6 + 7,20,20,21,22,87.0619646999985,NA,87.0619677999639,92.08187449997058,97.68356869998388,97.68357479997212,99.20022589998553,100.21949069999391,w,21,5.6016942000132985,0,Incorrect
P001,19,M,0,Practice,NA,5,3,0,2 + 1 + 9 - 7 + 6,11,11,9,10,101.73676359996898,NA,101.73676649999106,106.7573992999969,107.27555159997428,107.27555769996252,108.79307600000175,109.8112237000023,q,11,0.5181522999773733,1,Correct
P001,19,M,0,Practice,NA,6,4,0,4 + 8 + 5 - 3 + 7,21,21,23,22,111.33000079996418,NA,111.33000409998931,116.37223899998935,117.1316634999821,117.13166979997186,118.64844979997724,119.66636189998826,q,21,0.7594244999927469,1,Correct
P001,19,M,0,Practice,NA,7,4,0,5 + 8 - 4 + 6 + 9,24,23,24,22,121.18346849997761,NA,121.18347160000121,126.20317729999078,130.85970550001366,130.85971180000342,132.3769719999982,133.3952730000019,q,23,4.656528200022876,0,Incorrect
P001,19,M,0,0,0,0,1,0,5 + 6 + 1 + 1 + 1,14,14,15,16,149.34823900001356,NA,149.348244599998,154.36809609999182,155.23553599999286,155.23554219998186,156.75217140000314,157.76923719997285,q,14,0.8674399000010453,1,Correct
P001,19,M,0,0,1,1,1,0,8 + 1 + 1 + 1 - 4,7,7,8,5,159.28657469997415,NA,159.286577699997,164.30490859999554,164.91572260000976,164.91572849999648,166.43244389997562,167.45048930001212,q,7,0.6108140000142157,1,Correct
P001,19,M,0,0,2,2,3,0,6 + 8 + 7 + 1 - 9,13,14,13,15,168.96818809997058,NA,168.96819099999266,173.98818619997473,175.42766849999316,175.42767489998369,176.94397859997116,177.96213910001097,w,13,1.439482300018426,1,Correct
P001,19,M,0,0,3,3,3,0,2 + 1 + 9 - 7 + 6,11,13,11,12,179.47951839998132,NA,179.47952150000492,184.49991369998315,186.93968070001574,186.9396865000017,188.4566676999675,189.4750963000115,w,11,2.439767000032589,1,Correct
P001,19,M,0,0,4,4,3,0,6 - 8 + 5 + 7 + 9,19,17,18,19,190.99215919995913,NA,190.99216259998502,196.0124268999789,196.8675782000064,196.8675843999954,198.38470389996655,199.40336759999627,e,19,0.8551513000275008,1,Correct
P001,19,M,0,0,5,5,4,0,4 + 7 + 8 - 3 + 9,25,24,26,25,200.92017419997137,NA,200.9201769999927,205.94065419997787,210.9708337999764,210.97083679999923,212.48756529996172,213.51300219999393,NA,NA,NA,0,Too Slow!
P001,19,M,0,0,6,6,3,0,2 - 4 + 9 + 7 + 1,15,16,13,15,215.02991569996811,NA,215.02991869999096,220.05069780000485,222.5317933000042,222.53179999999702,224.0479667999898,225.06594980001682,w,13,2.4810954999993555,0,Incorrect
P001,19,M,0,0,7,7,2,0,6 + 1 + 1 + 7 - 9,6,4,6,8,229.42864960001316,NA,229.42866649996722,234.45417149999412,235.94777580001391,235.94778200000292,237.46470939996652,238.48286059999373,w,6,1.493604300019797,1,Correct
P001,19,M,0,0,8,8,2,0,8 + 1 + 1 + 9 - 4,15,16,15,14,239.9995809000102,NA,239.99958429997787,245.0189953999943,245.73963329999242,245.7396387999761,247.25690939999186,248.27589579997584,w,15,0.7206378999981098,1,Correct
P001,19,M,0,0,9,9,2,0,8 + 1 + 4 - 7 + 1,7,6,7,5,249.79306170000928,NA,249.79306489997543,254.8131708999863,257.61170649999985,257.6117125999881,259.12834309996106,260.1463972000056,w,7,2.7985356000135653,1,Correct
P001,19,M,0,0,10,10,3,0,6 - 1 + 7 - 8 + 9,13,11,13,12,261.6634525000118,NA,261.66345569997793,266.68348569999216,269.3798012000043,269.3798080999986,270.89773749996675,271.9156298000016,w,13,2.6963155000121333,1,Correct
P001,19,M,0,0,11,11,4,0,6 + 7 + 9 - 3 + 5,24,23,24,22,273.4329079000163,NA,273.4329111999832,278.4533946000156,280.23583849996794,280.23584440001287,281.7525084000081,282.7709176999633,w,24,1.7824438999523409,1,Correct
P001,19,M,0,0,12,12,2,0,3 + 1 + 8 - 5 - 1,6,5,6,7,284.28902430000016,NA,284.28902719996404,289.30836409999756,292.55580269999336,292.55580869998084,294.0724363999907,295.090481799969,w,6,3.247438599995803,1,Correct
P001,19,M,0,0,13,13,1,0,7 + 1 + 4 + 1 - 1,12,11,12,13,296.6077871999587,NA,296.60779019998154,301.6276723999763,303.25984359998256,303.2598504999769,304.7769696000032,305.79516989999684,w,12,1.632171200006269,1,Correct
P001,19,M,0,0,14,14,1,0,3 + 1 + 8 + 1 + 1,14,12,13,14,307.31315940001514,NA,307.3131625999813,312.3330730999587,313.1317607999663,313.13176690001274,314.64860789995873,315.66701289999764,e,14,0.7986877000075765,1,Correct
P001,19,M,0,0,15,15,1,0,7 - 1 + 9 + 1 - 1,15,14,15,13,317.1841936999699,NA,317.184196599992,322.20567429997027,322.8198390000034,322.8198451999924,324.3366105000023,325.3544811999891,w,15,0.6141647000331432,1,Correct
P001,19,M,0,1,16,0,3,0,2 + 1 + 9 - 5 + 6,13,11,14,13,336.1506065999856,NA,336.1506090000039,341.17018379998626,344.0277988999733,344.02780699997675,345.54446870001266,346.5625426999759,w,14,2.857615099987015,0,Incorrect
P001,19,M,0,1,17,1,3,0,3 + 8 + 1 + 5 - 9,8,9,7,8,348.07968939997954,NA,348.07969250000315,353.09892720001517,356.5561363999732,356.5561437999713,358.07330709998496,359.0914666999597,q,9,3.4572091999580152,0,Incorrect
P001,19,M,0,1,18,2,1,0,8 + 1 + 1 + 1 - 4,7,5,8,7,360.6085439999588,NA,360.6085470999824,365.62808049999876,366.7159269999829,366.71593339997344,368.2330011000158,369.25149970001075,e,7,1.0878464999841526,1,Correct
P001,19,M,0,1,19,3,4,0,5 + 6 - 4 + 7 + 9,23,24,25,23,370.7686937999679,NA,370.7686968999915,375.7902230999898,379.98793469998054,379.9879407999688,381.5046308999881,382.52249870001106,w,25,4.1977115999907255,0,Incorrect
P001,19,M,0,1,20,4,4,0,2 + 9 - 4 + 8 + 7,22,23,22,21,384.0394968999899,NA,384.039499800012,389.0596444999683,390.9079746999778,390.9079855000018,392.42517719999887,393.4440721999854,q,23,1.8483302000095136,0,Incorrect
P001,19,M,0,1,21,5,3,0,7 - 5 + 9 + 1 - 4,8,7,9,8,394.96165740001015,NA,394.9616608999786,399.9817772000097,400.7478041999857,400.747810699977,402.30403489997843,403.32151259999955,w,9,0.7660269999760203,0,Incorrect
P001,19,M,0,1,22,6,2,0,6 + 1 + 7 + 5 - 1,18,17,18,16,404.83912949997466,NA,404.8391324999975,409.85999169998104,410.4999606999918,410.49996679998003,412.0165692999726,413.0348183999886,w,18,0.6399690000107512,1,Correct
P001,19,M,0,1,23,7,1,0,2 + 1 + 1 + 7 + 1,12,11,14,12,414.55197979998775,NA,414.55198290001135,419.5723318000091,420.4358285999624,420.4358349000104,421.9527257999871,422.97138160001487,e,12,0.8634967999532819,1,Correct
P001,19,M,0,1,24,8,2,0,4 + 8 + 1 + 1 - 5,9,8,9,11,424.4884928999818,NA,424.48850209999364,429.5089402999729,430.1319773999858,430.1319839999778,431.6491170999943,432.66678309999406,w,9,0.6230371000128798,1,Correct
P001,19,M,0,1,25,9,4,0,8 + 4 + 7 - 5 - 6,8,9,8,7,434.1836248000036,NA,434.1836280999705,439.2050185999833,443.36389009997947,443.3638972999761,444.8806675999658,445.8983780000126,w,8,4.158871499996167,1,Correct
P001,19,M,0,1,26,10,4,0,6 + 9 - 3 + 8 - 5,15,13,14,15,447.4158109999844,NA,447.41581420000875,452.4456588999601,453.0679960999987,453.0680030999938,454.5841240999871,455.6022743000067,e,15,0.6223372000386007,1,Correct
P001,19,M,0,1,27,11,2,0,7 + 6 + 8 + 1 + 1,23,22,23,21,457.11956869997084,NA,457.1195718999952,462.140193499974,462.7398666999652,462.7398721000063,464.25742380000884,465.2750937999808,w,23,0.5996731999912299,1,Correct
P001,19,M,0,1,28,12,4,0,7 + 6 - 9 + 8 - 3,9,9,8,7,466.7921316999709,NA,466.7921347999945,471.8126750999945,476.5080336999963,476.5080398999853,478.025794999965,479.0441723999684,w,8,4.695358600001782,0,Incorrect
P001,19,M,0,1,29,13,2,0,4 + 1 + 9 + 1 - 6,9,9,8,7,480.56136669998523,NA,480.56136980000883,485.5809108999674,486.2599828999955,486.25998959998833,487.77664070000174,488.7937657000148,q,9,0.6790720000280999,1,Correct
P001,19,M,0,1,30,14,2,0,7 + 8 + 1 + 9 + 1,26,25,26,24,490.3100018000114,NA,490.31000499997754,495.3302384999697,498.9719480999629,498.97195519995876,500.4887180000078,501.50620359997265,w,26,3.6417095999931917,1,Correct
