id,age,sex,cued,block,condtrial,trialinblock,efflev,rewlev,calc,corAns,option1,option2,option3,tstart,ITI1Time,probTime,respTime,selectTime,ITI2Time,fbTime,ITI3Time,key_press,chosenAns,RT,acc,feedback
000,22,F,0,Practice,NA,0,1,0,4 + 1 + 9 + 1 + 1,16,14,16,15,53.395203000021866,NA,53.39520510000875,58.60655950001092,59.64557630001218,59.64558140002191,61.15220930002397,62.165821000002325,w,16,1.0390168000012636,1,Correct
000,22,F,0,Practice,NA,1,1,0,3 + 1 + 1 + 8 - 1,12,10,12,11,63.6727614000265,NA,63.67276440002024,68.68417310001678,69.9097410000104,69.90974780000397,71.41649830000824,72.42433380000875,w,12,1.2255678999936208,1,Correct
000,22,F,0,Practice,NA,2,2,0,8 + 1 + 6 + 1 - 4,12,12,11,10,73.93209539999953,NA,73.93210250002448,78.94139200000791,81.96569130002172,81.96569790001377,83.47252580002532,84.48097830000916,w,11,3.0242993000138085,0,Incorrect
000,22,F,0,Practice,NA,3,2,0,9 + 4 - 6 + 1 - 1,7,7,5,6,85.9872228000022,NA,85.98722570002428,90.9959406000271,92.30170630000066,92.30172600000515,93.80875640001614,94.81564660000731,e,6,1.3057656999735627,0,Incorrect
000,22,F,0,Practice,NA,4,3,0,9 + 3 - 5 + 6 + 7,20,22,21,20,96.32224410001072,NA,96.32224730000598,101.33088059999864,102.17366270002094,102.1736690000107,103.68073960000766,104.68893090001075,q,22,0.8427821000223048,0,Incorrect
000,22,F,0,Practice,NA,5,3,0,2 + 1 + 9 - 7 + 6,11,11,10,9,106.1961549000116,NA,106.19615810000687,111.20626020000782,113.18963380000787,113.18964029999916,114.69647070000065,115.70427140002721,w,10,1.98337360000005,0,Incorrect
000,22,F,0,Practice,NA,6,4,0,4 + 8 + 5 - 3 + 7,21,21,23,22,117.21197860001121,NA,117.21198150000419,122.22248280001804,123.18980839999858,123.18981450001593,124.69642110000132,125.70463350001955,w,23,0.9673255999805406,0,Incorrect
000,22,F,0,Practice,NA,7,4,0,5 + 8 - 4 + 6 + 9,24,23,24,22,127.21147110001766,NA,127.21147420001216,132.22116640000604,135.40579220000654,135.40579840002465,136.91250450001098,137.92044180000084,w,24,3.1846258000005037,1,Correct
000,22,F,0,0,0,0,3,0,8 + 4 + 1 - 7 + 9,15,15,16,13,157.64802110000164,NA,157.6480256000068,162.6585304000182,164.72574460000033,164.72575199999847,166.232092500024,167.23862260000897,e,13,2.067214199982118,0,Incorrect
000,22,F,0,0,1,1,4,0,3 + 8 - 4 + 9 + 6,22,21,22,23,168.74522040001466,NA,168.7452239000122,173.75378170001204,175.5337783000141,175.53378430000157,177.04118830000516,178.04909650000627,q,21,1.7799966000020504,0,Incorrect
000,22,F,0,0,2,2,1,0,2 + 9 + 1 + 1 + 1,14,12,14,13,179.55594770002062,NA,179.55595070001436,184.56581130000995,186.117745800002,186.11775220002164,187.62564900002326,188.63371940000798,e,13,1.5519344999920577,0,Incorrect
000,22,F,0,0,3,3,4,0,4 + 7 + 8 - 3 + 9,25,24,26,25,190.1406082000176,NA,190.14061110001057,195.15078070000163,197.10178510000696,197.10179220000282,198.60814510000637,199.61630069999956,w,26,1.9510044000053313,0,Incorrect
000,22,F,0,0,4,4,1,0,4 + 1 + 8 + 1 - 1,13,14,13,15,201.12306230000104,NA,201.12306520002312,206.1336728000024,207.3177573000139,207.3177635000029,208.82535990001634,209.833231000026,q,14,1.1840845000115223,0,Incorrect
000,22,F,0,0,5,5,4,0,7 + 8 - 9 + 6 - 3,9,9,8,7,211.34009870002046,NA,211.34010160001344,216.35001850000117,217.5178410000226,217.51784700001008,219.0258799000003,220.03783040001872,q,9,1.1678225000214297,1,Correct
000,22,F,0,0,6,6,4,0,6 + 9 + 7 - 3 - 5,14,14,13,12,221.54466980000143,NA,221.54467339999974,226.55514450001647,228.3897852000082,228.38979180000024,229.89659600000596,230.90471350000007,w,13,1.8346406999917235,0,Incorrect
000,22,F,0,0,7,7,1,0,6 + 1 + 8 + 1 - 1,15,14,15,13,232.4114742000238,NA,232.41147720001754,237.42083630000707,238.92582530001528,238.92583110000123,240.43309070001123,241.44109410000965,w,15,1.5049890000082087,1,Correct
000,22,F,0,0,8,8,4,0,5 + 7 - 4 - 6 + 9,11,12,11,13,242.94801860000007,NA,242.9480216000229,247.95789940000395,248.6778769000084,248.67788400000427,250.1847702000232,251.19279940001434,e,13,0.719977500004461,0,Incorrect
000,22,F,0,0,9,9,2,0,5 + 8 + 1 - 1 + 9,22,22,21,23,252.69985930001712,NA,252.6998625000124,257.70915320000495,258.64581670000916,258.6458233000012,260.15364660002524,261.16162230001646,e,23,0.9366635000042152,0,Incorrect
000,22,F,0,0,10,10,1,0,8 + 1 + 5 + 1 + 1,16,16,17,15,262.6682209999999,NA,262.66822400002275,267.67755680001574,268.4539868000138,268.45399320000433,269.9612092000025,270.9691094000009,q,16,0.7764299999980722,1,Correct
000,22,F,0,0,11,11,2,0,2 + 1 + 9 - 4 + 1,9,8,11,9,272.47595540000475,NA,272.47595849999925,277.48570160000236,279.02186870001606,279.0218751000066,280.5287825000123,281.5370181000035,e,9,1.5361671000136994,1,Correct
000,22,F,0,0,12,12,2,0,7 + 6 + 1 + 8 + 1,23,22,23,21,283.04395330001717,NA,283.0439565000124,288.05334589999984,289.38190240002587,289.3819085000141,290.888969200023,291.89681780000683,w,23,1.3285565000260249,1,Correct
